condition,condition_cui,label,label_cui,label_score,label_semantic_types,label_ncts,label_bucket,label_ncts_count
cataracts,C0086543,glaucoma,['C0017601'],0.4803809,disease or syndrome,"['NCT00453011', 'NCT01192321', 'NCT02390245', 'NCT04476810', 'NCT03417453', 'NCT03505827', 'NCT04200651', 'NCT04465864', 'NCT02183831', 'NCT01726543', 'NCT02891317', 'NCT04516889', 'NCT03713268', 'NCT00001617', 'NCT01085357', 'NCT03278587', 'NCT01142960', 'NCT02042703', 'NCT02312362', 'NCT03273907', 'NCT02658071', 'NCT03506542', 'NCT01305616', 'NCT04430647', 'NCT03889652', 'NCT01887873', 'NCT00687791', 'NCT00005911', 'NCT04328207', 'NCT04295122', 'NCT04161963', 'NCT04202562', 'NCT04334473', 'NCT01298635', 'NCT00695747', 'NCT00477685', 'NCT02807935', 'NCT00434707', 'NCT02835482', 'NCT00345046', 'NCT00273221', 'NCT02434250', 'NCT04503356', 'NCT00280345', 'NCT03461978']",have_had,45.0
cataracts,C0086543,presbyopia,['C0033075'],0.431662,disease or syndrome,"['NCT00347620', 'NCT00542581', 'NCT00624039', 'NCT00712231', 'NCT00963560', 'NCT01166971', 'NCT01257217', 'NCT01278420', 'NCT01299155', 'NCT02529488', 'NCT02578524', 'NCT02691741', 'NCT03117426', 'NCT03297086', 'NCT03454334', 'NCT03501654', 'NCT03688399', 'NCT03726606', 'NCT03844828', 'NCT03997890', 'NCT04054427', 'NCT04522427']",have_had,22.0
cataracts,C0086543,ocular inflammation,['C4020969'],0.42206972000000004,disease or syndrome,"['NCT00198445', 'NCT00405730', 'NCT00904904', 'NCT01230125', 'NCT01298752', 'NCT01426854', 'NCT01591161', 'NCT01591655', 'NCT01767012', 'NCT01847638', 'NCT01996839', 'NCT02208297', 'NCT02329743', 'NCT02786901', 'NCT02973880', 'NCT03580473', 'NCT03739528']",have_had,17.0
cataracts,C0086543,nuclear sclerosis,['C0392557'],0.4192519,disease or syndrome,"['NCT00312299', 'NCT00370955', 'NCT00717080', 'NCT01396629']",have_had,4.0
cataracts,C0086543,myopia,['C0027092'],0.4192149,disease or syndrome,"['NCT00347620', 'NCT00532051', 'NCT01123928', 'NCT01210807', 'NCT01225952', 'NCT01241279', 'NCT01351233', 'NCT01872000', 'NCT02155348', 'NCT02338882', 'NCT02424162', 'NCT02609997', 'NCT02761850', 'NCT02985723', 'NCT03062085', 'NCT03152747', 'NCT03396003', 'NCT03454334', 'NCT03633695', 'NCT03751254', 'NCT03997890', 'NCT04063644', 'NCT04174924', 'NCT04482439']",have_had,24.0
cataracts,C0086543,posterior capsule opacification,['C1444680'],0.41196634000000004,disease or syndrome,"['NCT03787576', 'NCT00478764', 'NCT02535819', 'NCT03749486', 'NCT02411487', 'NCT00576485', 'NCT01742910', 'NCT02698943', 'NCT00405730', 'NCT02028754', 'NCT01847638', 'NCT04072029', 'NCT02067429', 'NCT03889652', 'NCT03242486', 'NCT02264457', 'NCT02445274', 'NCT02825693', 'NCT00756327', 'NCT04163926', 'NCT00198445', 'NCT00624039', 'NCT02807935', 'NCT00001311', 'NCT01372657', 'NCT01732484', 'NCT02867189', 'NCT03309020', 'NCT03748381', 'NCT01109173', 'NCT03701139', 'NCT00333255', 'NCT02658071', 'NCT00838942', 'NCT01786356', 'NCT02609997', 'NCT03653520', 'NCT02155348', 'NCT01383057', 'NCT01734343', 'NCT01763151', 'NCT01774474', 'NCT04122664', 'NCT03579368', 'NCT03856944', 'NCT02137161', 'NCT04100031', 'NCT04230720', 'NCT01076309', 'NCT01867541', 'NCT01290068', 'NCT02183831', 'NCT01318499', 'NCT02626416', 'NCT02842151', 'NCT00786565', 'NCT02888210', 'NCT01382641', 'NCT01028872', 'NCT03751462', 'NCT00673803', 'NCT00932191', 'NCT01249144', 'NCT00934960', 'NCT03247751', 'NCT03455114', 'NCT03592615', 'NCT00428363', 'NCT01334658', 'NCT00716339', 'NCT01936701', 'NCT00312299', 'NCT02426385', 'NCT00762021', 'NCT03097562', 'NCT04161963', 'NCT00348270', 'NCT01605942', 'NCT01767012', 'NCT04187157', 'NCT03972670', 'NCT00760058', 'NCT01275118', 'NCT02155478', 'NCT01382823']",have_had,85.0
cataracts,C0086543,ophthalmic solution,['C0015399'],0.41058211999999994,pharmacologic substance|organic chemical,"['NCT00704418', 'NCT00469690', 'NCT01296191', 'NCT01296542', 'NCT02084576', 'NCT02515045', 'NCT00332774', 'NCT01657266', 'NCT03417453', 'NCT04200651', 'NCT01109173', 'NCT00352807', 'NCT01535443', 'NCT03367767', 'NCT04063644', 'NCT03831984', 'NCT00405730', 'NCT00594672', 'NCT00698724', 'NCT01515826', 'NCT01694212', 'NCT01859702', 'NCT02028754', 'NCT03638726', 'NCT00703781', 'NCT03740659', 'NCT02329743', 'NCT02973880', 'NCT00333255', 'NCT01426854', 'NCT01367249', 'NCT04465071', 'NCT02547623', 'NCT01244334', 'NCT04057053', 'NCT04295122', 'NCT00825864', 'NCT01898728', 'NCT01602068', 'NCT00793091', 'NCT00355446', 'NCT00666042', 'NCT00198445', 'NCT00820014', 'NCT01824927', 'NCT02639845', 'NCT00904904', 'NCT03851172', 'NCT00347503', 'NCT00630019', 'NCT00565630', 'NCT00870103', 'NCT02681679', 'NCT03578276', 'NCT02137161', 'NCT03739528']",looking_for,56.0
cataracts,C0086543,following cataract surgery,['C3468053'],0.401016399,pathologic function,"['NCT00348582', 'NCT00432874', 'NCT00758199', 'NCT00825513', 'NCT00904904', 'NCT00905450', 'NCT01124045', 'NCT01140477', 'NCT01230125', 'NCT01244334', 'NCT01298752', 'NCT01471561', 'NCT01475643', 'NCT01515826', 'NCT01591161', 'NCT01591655', 'NCT01853072', 'NCT01872000', 'NCT01872611', 'NCT01996839', 'NCT02208297', 'NCT02235272', 'NCT02394379', 'NCT02424162', 'NCT02508337', 'NCT02521766', 'NCT02786901', 'NCT02973880', 'NCT03309020', 'NCT03356847', 'NCT03453827', 'NCT03593616', 'NCT04072029', 'NCT04208633', 'NCT04436198', 'NCT04465344', 'NCT04465864']",have_had,37.0
cataracts,C0086543,intraocular pressure,['C0430888'],0.37656816000000004,disease or syndrome|diagnostic procedure,"['NCT00273221', 'NCT00386438', 'NCT00477685', 'NCT00695747', 'NCT00742950', 'NCT00870103', 'NCT01085357', 'NCT01298635', 'NCT01305616', 'NCT02073266', 'NCT02312362', 'NCT02547623', 'NCT02835482', 'NCT02891317', 'NCT03494257', 'NCT03506542', 'NCT03580473', 'NCT04138771', 'NCT04202562', 'NCT04295122', 'NCT04334473', 'NCT04476810']",have_had,22.0
cataracts,C0086543,uveitis,['C0042164'],0.32118848,disease or syndrome|pathologic function,"['NCT00000119', 'NCT00001311', 'NCT00001609', 'NCT00001617', 'NCT00005911', 'NCT00403832', 'NCT00453011', 'NCT01192321', 'NCT01475643', 'NCT01694212', 'NCT02235272', 'NCT02508337', 'NCT02975895', 'NCT03309020', 'NCT03733730', 'NCT04516889']",have_had,16.0
cataracts,C0086543,macular edema,['C0271051'],0.32115868,disease or syndrome,"['NCT00453011', 'NCT01774474', 'NCT01546402', 'NCT01694212', 'NCT04161963', 'NCT03832179', 'NCT01853072', 'NCT02084576', 'NCT03864133', 'NCT04063358', 'NCT04067856', 'NCT01872611', 'NCT03920878']",have_had,13.0
cataracts,C0086543,alcon,['C1707756'],0.31181806,pharmacologic substance|organic chemical,"['NCT00348270', 'NCT00403832', 'NCT00459303', 'NCT00992355', 'NCT01010490', 'NCT01103401', 'NCT01278420', 'NCT01279031', 'NCT02155478', 'NCT03409185', 'NCT03499873', 'NCT03511638', 'NCT03579433', 'NCT03751033', 'NCT03856944', 'NCT03931629', 'NCT04005651', 'NCT04196569', 'NCT04345380', 'NCT04495049']",looking_for,20.0
cataracts,C0086543,bromfenac,['C0054094'],0.29943713,pharmacologic substance|organic chemical,"['NCT01774474', 'NCT00704418', 'NCT01387464', 'NCT03831984', 'NCT00698724', 'NCT00469690', 'NCT00347503', 'NCT00758199', 'NCT00703781', 'NCT01001806', 'NCT01021761', 'NCT02137161', 'NCT02681679', 'NCT01847638', 'NCT03578276', 'NCT01367249', 'NCT00198445', 'NCT01535443']",looking_for,18.0
cataracts,C0086543,keratotomy,['C0197405'],0.297618147,therapeutic or preventive procedure,"['NCT00825747', 'NCT01383057', 'NCT01553760', 'NCT02529488', 'NCT01763151', 'NCT01659801', 'NCT04128514', 'NCT02752646', 'NCT04345380', 'NCT04126187', 'NCT04126174', 'NCT04124952', 'NCT03280108', 'NCT02826421', 'NCT01946581', 'NCT02155270', 'NCT00742950', 'NCT02578524', 'NCT04054427', 'NCT01382823']",have_had,20.0
