condition,condition_cui,label,label_cui,label_score,label_semantic_types,label_ncts,label_bucket,label_ncts_count
headaches,C0018681,loss of memory,['C0002622'],0.08440522,sign or symptom|mental or behavioral dysfunction,"['NCT01194661', 'NCT02266329']",have_had,2.0
headaches,C0018681,anxiety,['C0003467'],0.0775495,sign or symptom|mental or behavioral dysfunction,"['NCT00726843', 'NCT01182051', 'NCT02266329', 'NCT02440997', 'NCT02709369', 'NCT02735343', 'NCT03308630', 'NCT03660618', 'NCT04183842', 'NCT04284501']",have_had,10.0
headaches,C0018681,peramivir,['C1675326'],0.07466334,pharmacologic substance|organic chemical,"['NCT00957996', 'NCT00958776']",looking_for,2.0
headaches,C0018681,topiramate,"['C0519827', 'C0076829']",0.07178653,pharmacologic substance|organic chemical|laboratory procedure,"['NCT00210821', 'NCT00212810', 'NCT00231595', 'NCT00236509', 'NCT00236561', 'NCT00261469', 'NCT00732108', 'NCT00862095', 'NCT01581281', 'NCT02403687', 'NCT03280342']",looking_for,11.0
headaches,C0018681,disoriented,['C0233407'],0.07091582,sign or symptom,"['NCT01194661', 'NCT02266329']",have_had,2.0
headaches,C0018681,pressor,['C0237795'],0.068438,pharmacologic substance,"['NCT04217616', 'NCT04220580']",looking_for,2.0
headaches,C0018681,bupivacaine,['C0006400'],0.06743552,pharmacologic substance|organic chemical,"['NCT01939314', 'NCT02403687', 'NCT02655523', 'NCT02866409', 'NCT03951649']",looking_for,5.0
headaches,C0018681,fasting,['C0015663'],0.06451449299999999,therapeutic or preventive procedure,"['NCT00263094', 'NCT00752921', 'NCT01148303', 'NCT02113111', 'NCT03429738']",have_had,5.0
headaches,C0018681,propofol,['C0033487'],0.06106813,pharmacologic substance|organic chemical,"['NCT03513757', 'NCT03789370']",looking_for,2.0
headaches,C0018681,nausea,['C0027497'],0.0606452,sign or symptom,"['NCT00990574', 'NCT01464983', 'NCT02735343', 'NCT03886012', 'NCT04183842']",have_had,5.0
headaches,C0018681,cerebral blood flow,['C0373440'],0.057953382,diagnostic procedure,"['NCT00357864', 'NCT00374530', 'NCT00564408', 'NCT01637662', 'NCT01750723', 'NCT01896167']",have_had,6.0
headaches,C0018681,post concussion syndrome,['C0546983'],0.056312640000000004,disease or syndrome,"['NCT01194661', 'NCT03691272', 'NCT00862095', 'NCT02268058', 'NCT02266329']",have_had,5.0
headaches,C0018681,acupuncture,['C0394664'],0.053009684999999994,therapeutic or preventive procedure,"['NCT01338701', 'NCT01687660', 'NCT03426800', 'NCT04490798', 'NCT04509141']",have_had,5.0
headaches,C0018681,range of motion,['C0150220'],0.051894468,therapeutic or preventive procedure,"['NCT02953015', 'NCT03385889', 'NCT04222244', 'NCT04305223']",have_had,4.0
headaches,C0018681,diphenhydramine,['C0012522'],0.05128507,pharmacologic substance|organic chemical,"['NCT02295280', 'NCT02657031', 'NCT02735343', 'NCT03185130', 'NCT03472872']",looking_for,5.0
headaches,C0018681,manual therapy,['C0454525'],0.048806136,therapeutic or preventive procedure,"['NCT00298142', 'NCT02422862', 'NCT02953015', 'NCT03385889', 'NCT04401501']",have_had,5.0
headaches,C0018681,essential oil,['C0028910'],0.048308022,organic chemical,"['NCT02440997', 'NCT04151576']",looking_for,2.0
headaches,C0018681,triptans,['C1567966'],0.04661928,pharmacologic substance|organic chemical,"['NCT00261469', 'NCT00632606', 'NCT02473692', 'NCT03185130']",looking_for,4.0
headaches,C0018681,vasodilatation,['C0595862'],0.044165394,pathologic function,"['NCT00510172', 'NCT00564408', 'NCT03585894']",have_had,3.0
headaches,C0018681,amitriptyline,"['C0202316', 'C0002600']",0.044043830000000006,pharmacologic substance|organic chemical|laboratory procedure,"['NCT00210821', 'NCT00389038', 'NCT00862095', 'NCT01581281', 'NCT03472092']",looking_for,5.0
headaches,C0018681,carbon dioxide,"['C0201930', 'C0007012']",0.038579283,biologically active substance|laboratory procedure|injury or poisoning,"['NCT00484029', 'NCT00856232']",looking_for,2.0
headaches,C0018681,ibuprofen,['C0020740'],0.03675387,pharmacologic substance|organic chemical,"['NCT00778609', 'NCT01073787', 'NCT01172405', 'NCT01464983', 'NCT02268058', 'NCT02473692', 'NCT02638506', 'NCT03429738', 'NCT03783312']",looking_for,9.0
headaches,C0018681,ketorolac,['C0073631'],0.03631487,pharmacologic substance|organic chemical,"['NCT01011673', 'NCT03081416', 'NCT03472872', 'NCT03585894']",looking_for,4.0
headaches,C0018681,mbsr,['C4527300'],0.035804088,therapeutic or preventive procedure,"['NCT01213056', 'NCT01545466']",have_had,2.0
headaches,C0018681,steroidal anti-inflammatory drugs,['C0003212'],0.03459045,pharmacologic substance|organic chemical,"['NCT02403687', 'NCT04529356']",looking_for,2.0
headaches,C0018681,metoclopramide,['C0025853'],0.03453815,pharmacologic substance|organic chemical,"['NCT00632606', 'NCT01011673', 'NCT02295280', 'NCT03081416']",looking_for,4.0
headaches,C0018681,substance abuse,['C0740858'],0.030689388,mental or behavioral dysfunction,"['NCT02709369', 'NCT03163901']",have_had,2.0
headaches,C0018681,5 minutes,['C0886384'],0.030476565,therapeutic or preventive procedure,"['NCT00958776', 'NCT04220580']",have_had,2.0
headaches,C0018681,medical therapy,['C0418981'],0.029100195,therapeutic or preventive procedure,"['NCT00580307', 'NCT00862095', 'NCT04352218']",have_had,3.0
headaches,C0018681,rotation test,['C0178091'],0.026834171999999996,diagnostic procedure,"['NCT04222244', 'NCT04401501']",have_had,2.0
headaches,C0018681,electrical stimulation,['C0013786'],0.026549136,therapeutic or preventive procedure,"['NCT01000389', 'NCT01184222']",have_had,2.0
headaches,C0018681,craniotomy,['C0010280'],0.026011053000000003,therapeutic or preventive procedure,"['NCT01591980', 'NCT01806155', 'NCT02866409']",have_had,3.0
headaches,C0018681,dexmedetomidine,['C0113293'],0.02569262,pharmacologic substance|organic chemical,"['NCT02866409', 'NCT03513757']",looking_for,2.0
headaches,C0018681,ketamine,['C0022614'],0.02334601,pharmacologic substance|organic chemical,"['NCT02403687', 'NCT02657031', 'NCT02697071', 'NCT02735343', 'NCT03081416']",looking_for,5.0
headaches,C0018681,compazine,['C0701017'],0.02237798,pharmacologic substance|organic chemical,"['NCT02657031', 'NCT02735343']",looking_for,2.0
headaches,C0018681,botulinum toxin type a,['C0006050'],0.02206267,pharmacologic substance|hazardous or poisonous substance,"['NCT01357798', 'NCT01976611', 'NCT03223298']",looking_for,3.0
headaches,C0018681,sumatriptan,['C0075632'],0.020486860000000003,pharmacologic substance|organic chemical,"['NCT01667679', 'NCT02403687', 'NCT03585894']",looking_for,3.0
headaches,C0018681,antidepressant,['C0003289'],0.01971176,pharmacologic substance,"['NCT00210821', 'NCT01504750']",looking_for,2.0
headaches,C0018681,carbachol,['C0006945'],0.01717619,pharmacologic substance|organic chemical,"['NCT00357864', 'NCT00564408']",looking_for,2.0
headaches,C0018681,prostacyclin,['C0033567'],0.01419185,pharmacologic substance|organic chemical|biologically active substance,"['NCT00291395', 'NCT00510172']",looking_for,2.0
headaches,C0018681,lidocaine,"['C0202404', 'C0023660']",0.01184667,pharmacologic substance|organic chemical|laboratory procedure,"['NCT02403687', 'NCT03513757', 'NCT04051203']",looking_for,3.0
headaches,C0018681,propranolol,['C0033497'],0.00565223,pharmacologic substance|organic chemical,"['NCT00236561', 'NCT00862095']",looking_for,2.0
headaches,C0018681,mediators,['C0127400'],0.0023967800000000003,pharmacologic substance|organic chemical,"['NCT00990574', 'NCT03166358']",looking_for,2.0
