condition,condition_cui,label,label_cui,label_score,label_semantic_types,label_ncts,label_bucket,label_ncts_count
angina,C0002962,angiography,['C0002978'],0.19833848999999998,diagnostic procedure,"['NCT02272062', 'NCT01804543', 'NCT02707783', 'NCT02264717', 'NCT02223286', 'NCT02776657', 'NCT03529253', 'NCT01149590', 'NCT00222261', 'NCT01727063', 'NCT04186676', 'NCT00221182', 'NCT02905630', 'NCT03481712', 'NCT00000554', 'NCT01294709', 'NCT00500617', 'NCT01425164', 'NCT02648230', 'NCT03028025', 'NCT02358148', 'NCT00809653', 'NCT02832115', 'NCT02530021', 'NCT04494750', 'NCT00491218', 'NCT01384448', 'NCT00682565', 'NCT01549977', 'NCT02773615', 'NCT04145167', 'NCT00081913', 'NCT00273832', 'NCT01106612', 'NCT00346437', 'NCT01304095', 'NCT02347215', 'NCT00416663', 'NCT02623569', 'NCT01318629', 'NCT00705458', 'NCT00330928', 'NCT02439541', 'NCT02166736', 'NCT01665833', 'NCT02910154', 'NCT02802046', 'NCT02232607', 'NCT01582165', 'NCT01934699', 'NCT01677156', 'NCT01002430', 'NCT02337348', 'NCT00708279']",have_had,54.0
angina,C0002962,acute coronary syndrome,['C0948089'],0.19739438,disease or syndrome,"['NCT00317512', 'NCT00811772', 'NCT01443104', 'NCT01506999', 'NCT02094963', 'NCT02166736', 'NCT02319083', 'NCT02358148', 'NCT02545231', 'NCT02581540', 'NCT02776657', 'NCT04186676']",have_had,12.0
angina,C0002962,angina symptoms,['C0858277'],0.1828504,sign or symptom,"['NCT00105664', 'NCT01604486', 'NCT02147834', 'NCT02265796', 'NCT02623569', 'NCT02910154']",have_had,6.0
angina,C0002962,percutaneous coronary intervention,['C1532338'],0.179896077,therapeutic or preventive procedure,"['NCT00262054', 'NCT00317512', 'NCT00330928', 'NCT00416663', 'NCT00549796', 'NCT00811772', 'NCT00819325', 'NCT01090895', 'NCT01254981', 'NCT01361659', 'NCT01413841', 'NCT01442038', 'NCT01443104', 'NCT01665833', 'NCT01754259', 'NCT01823185', 'NCT02004483', 'NCT02065102', 'NCT02127996', 'NCT02128022', 'NCT02147834', 'NCT02166736', 'NCT02175706', 'NCT02499666', 'NCT02507050', 'NCT02710435', 'NCT02845804', 'NCT03151018', 'NCT03409731', 'NCT04219761', 'NCT04475380', 'NCT04494750']",have_had,32.0
angina,C0002962,coronary disease,['C0010068'],0.1772415,disease or syndrome,"['NCT01804543', 'NCT02776657', 'NCT01361659', 'NCT01754259', 'NCT00200070', 'NCT02905630', 'NCT01294709', 'NCT01612559', 'NCT01486030', 'NCT01890525', 'NCT01304095', 'NCT02137980', 'NCT00157742', 'NCT01334203', 'NCT01318629', 'NCT02004483', 'NCT02910154', 'NCT02802046', 'NCT01956448', 'NCT01582165', 'NCT01618123', 'NCT01506999', 'NCT02272062', 'NCT01254981', 'NCT02707783', 'NCT01117506', 'NCT03529253', 'NCT02507050', 'NCT04186676', 'NCT02710435', 'NCT02845804', 'NCT00000554', 'NCT00500617', 'NCT02265796', 'NCT02158455', 'NCT02358148', 'NCT00491218', 'NCT02694848', 'NCT03674255', 'NCT01310725', 'NCT00005148', 'NCT00738491', 'NCT02468960', 'NCT01557855', 'NCT00346437', 'NCT00159718', 'NCT03392415', 'NCT01404767', 'NCT01594411', 'NCT02128022', 'NCT02232607', 'NCT03516643', 'NCT01002430', 'NCT01393028', 'NCT00708279', 'NCT00388934', 'NCT00982852', 'NCT02127996', 'NCT00737958', 'NCT01727063', 'NCT01425164', 'NCT02158754', 'NCT01214499', 'NCT00809653', 'NCT01331707', 'NCT04145167', 'NCT02773615', 'NCT01521351', 'NCT03657758', 'NCT02065102', 'NCT02808936', 'NCT01425359', 'NCT00705458', 'NCT00159991', 'NCT02175706', 'NCT00005152', 'NCT03674021', 'NCT00863980', 'NCT02264717', 'NCT01147952', 'NCT00222261', 'NCT00005701', 'NCT01149590', 'NCT00202566', 'NCT00221182', 'NCT03481712', 'NCT01659580', 'NCT02508714', 'NCT00121654', 'NCT01604486', 'NCT01443104', 'NCT01384448', 'NCT00797953', 'NCT01549977', 'NCT00000472', 'NCT03134105', 'NCT04325867', 'NCT00438867', 'NCT01106612', 'NCT01674803', 'NCT03151018', 'NCT02341664', 'NCT01814566', 'NCT01665833', 'NCT03401502', 'NCT00824005', 'NCT01287910']",have_had,107.0
angina,C0002962,coronary artery bypass,['C0010055'],0.173672325,therapeutic or preventive procedure,"['NCT00000462', 'NCT00131040', 'NCT00159991', 'NCT00218985', 'NCT00225355', 'NCT00346437', 'NCT00411359', 'NCT00416663', 'NCT00776568', 'NCT00863980', 'NCT01123525', 'NCT01214499', 'NCT01285297', 'NCT01287910', 'NCT01304095', 'NCT01310725', 'NCT01361659', 'NCT01442038', 'NCT01480726', 'NCT01549977', 'NCT01665833', 'NCT01727063', 'NCT01783483', 'NCT02158455', 'NCT02319083', 'NCT02389946', 'NCT02439541', 'NCT02623569', 'NCT02710435', 'NCT03516643', 'NCT04145167']",have_had,31.0
angina,C0002962,coronary artery stenosis,['C0242231'],0.1714208,disease or syndrome,"['NCT01318629', 'NCT00000554', 'NCT02004483', 'NCT00905671', 'NCT00811772', 'NCT02128022', 'NCT02175706', 'NCT02264717', 'NCT02802046', 'NCT02901353', 'NCT01582165', 'NCT01443104', 'NCT02507050']",have_had,13.0
angina,C0002962,exercise stress test,['C0015260'],0.16056282,diagnostic procedure,"['NCT00081913', 'NCT00090714', 'NCT00131183', 'NCT00202566', 'NCT00225355', 'NCT00479908', 'NCT00705458', 'NCT00738491', 'NCT00763035', 'NCT00809653', 'NCT01002430', 'NCT01106612', 'NCT01117506', 'NCT01185015', 'NCT01285297', 'NCT01294709', 'NCT01361659', 'NCT01393028', 'NCT01425359', 'NCT01486030', 'NCT01549977', 'NCT01582165', 'NCT01659580', 'NCT01677156', 'NCT01754259', 'NCT02232607', 'NCT02499666', 'NCT02530021', 'NCT02773615', 'NCT04145167']",have_had,30.0
angina,C0002962,chronic disease,['C0008679'],0.15561182,disease or syndrome,"['NCT00105664', 'NCT00235404']",have_had,2.0
angina,C0002962,type 2 diabetes mellitus,['C0011860'],0.15319982,disease or syndrome,"['NCT00005205', 'NCT00225342', 'NCT00225355', 'NCT00776568', 'NCT00819325', 'NCT01334203', 'NCT01425359']",have_had,7.0
angina,C0002962,stenosis,['C1261287'],0.146729247,pathologic function,"['NCT04175626', 'NCT01254981', 'NCT02147834', 'NCT02264717', 'NCT03529253', 'NCT02507050', 'NCT04186676', 'NCT00000554', 'NCT01425164', 'NCT02265796', 'NCT02648230', 'NCT02901353', 'NCT00682565', 'NCT01890525', 'NCT01549977', 'NCT02773615', 'NCT00811772', 'NCT00081913', 'NCT00905671', 'NCT02389946', 'NCT02468960', 'NCT00346437', 'NCT00819325', 'NCT01304095', 'NCT00944333', 'NCT02347215', 'NCT02341664', 'NCT02623569', 'NCT01334203', 'NCT02448485', 'NCT01425359', 'NCT02004483', 'NCT02166736', 'NCT02910154', 'NCT02128022', 'NCT02802046', 'NCT03401502', 'NCT01956448', 'NCT01582165', 'NCT01934699', 'NCT01002430']",have_had,41.0
angina,C0002962,everolimus,"['C0541315', 'C3683558']",0.14453117999999998,pharmacologic substance|organic chemical|laboratory procedure,"['NCT01066650', 'NCT01086228', 'NCT01331707', 'NCT01443104', 'NCT02253108', 'NCT02513719', 'NCT02513732', 'NCT02545231', 'NCT02845804', 'NCT03657758', 'NCT04475380']",looking_for,11.0
angina,C0002962,fatigue,['C0015672'],0.13724577999999998,sign or symptom,"['NCT01304095', 'NCT01804543', 'NCT02147834', 'NCT02265796']",have_had,4.0
angina,C0002962,body mass index,['C0005893'],0.13502592600000002,diagnostic procedure,"['NCT00225355', 'NCT01363193', 'NCT01704300']",have_had,3.0
angina,C0002962,nitroglycerin,['C0017887'],0.12767103999999999,pharmacologic substance|organic chemical,"['NCT00479908', 'NCT00797953', 'NCT01294709', 'NCT01334203', 'NCT01425359', 'NCT01442038', 'NCT01549977', 'NCT01659580', 'NCT02832115', 'NCT03516643', 'NCT03777605']",looking_for,11.0
angina,C0002962,infarct,['C0021308'],0.12750672200000002,pathologic function,"['NCT00000472', 'NCT00159991', 'NCT00221182', 'NCT00222261', 'NCT00273832', 'NCT00317512', 'NCT00411359', 'NCT00682565', 'NCT00708279', 'NCT00797953', 'NCT00809653', 'NCT00811772', 'NCT00863980', 'NCT01090895', 'NCT01334203', 'NCT01363193', 'NCT01404767', 'NCT01413841', 'NCT01425164', 'NCT01425359', 'NCT01549977', 'NCT01604486', 'NCT01659580', 'NCT01665833', 'NCT01752192', 'NCT01823185', 'NCT02032030', 'NCT02166736', 'NCT02232607', 'NCT02272062', 'NCT02341664', 'NCT02468960', 'NCT02581540', 'NCT02623569', 'NCT02808936', 'NCT02910154', 'NCT02972814', 'NCT03401502', 'NCT04175626', 'NCT04186676']",have_had,40.0
angina,C0002962,copd,"['C0024117', 'C1647218']",0.12583555999999999,disease or syndrome|pharmacologic substance,"['NCT00159991', 'NCT00763035']",have_had,2.0
angina,C0002962,antianginals,['C3537168'],0.12568680000000002,pharmacologic substance,"['NCT00159991', 'NCT00346437', 'NCT01334203', 'NCT01425359', 'NCT02232607']",looking_for,5.0
angina,C0002962,ranolazine,['C0073633'],0.12541357,pharmacologic substance|organic chemical,"['NCT00091429', 'NCT00657514', 'NCT01174173', 'NCT01304095', 'NCT01334203', 'NCT01425359', 'NCT01442038', 'NCT01754259', 'NCT01804543', 'NCT02147834', 'NCT02265796', 'NCT03044964', 'NCT03401502', 'NCT03516643']",looking_for,14.0
angina,C0002962,beta blockers,['C0001645'],0.10270526,pharmacologic substance,"['NCT00202566', 'NCT00682565', 'NCT00797953', 'NCT00824005', 'NCT01213173', 'NCT01285297', 'NCT01334203', 'NCT01404767', 'NCT01659580', 'NCT02507050']",looking_for,10.0
angina,C0002962,coronary angioplasty,['C0002997'],0.097413849,therapeutic or preventive procedure,"['NCT00000510', 'NCT02127996', 'NCT01389674', 'NCT00000462', 'NCT00081913', 'NCT00351260', 'NCT02065102', 'NCT00411359', 'NCT01002430']",have_had,9.0
angina,C0002962,coronary revascularization,['C0877341'],0.090227538,therapeutic or preventive procedure,"['NCT00317512', 'NCT01185015', 'NCT01285297', 'NCT01287910', 'NCT01665833', 'NCT02341664', 'NCT02707783', 'NCT03646760']",have_had,8.0
angina,C0002962,ejection fraction,['C0489482'],0.0734094,diagnostic procedure,"['NCT00093223', 'NCT00416663', 'NCT00438867', 'NCT00682565', 'NCT01123525', 'NCT01213173', 'NCT01214499', 'NCT01285297', 'NCT01287910', 'NCT02623569', 'NCT02710435', 'NCT03516643']",have_had,12.0
angina,C0002962,bypass surgery,['C1536078'],0.073011024,therapeutic or preventive procedure,"['NCT00131040', 'NCT00159991', 'NCT00200070', 'NCT01480726', 'NCT01727063', 'NCT01752192', 'NCT02319083']",have_had,7.0
angina,C0002962,dipyridamole,['C0012582'],0.07277355,pharmacologic substance|organic chemical,"['NCT00000510', 'NCT00416663', 'NCT01334203']",looking_for,3.0
angina,C0002962,anti-anginal,['C1874267'],0.07275806,pharmacologic substance,"['NCT00131183', 'NCT00438867', 'NCT00657514', 'NCT01549977', 'NCT01659580', 'NCT02623569']",looking_for,6.0
angina,C0002962,bypass graft,['C0185098'],0.060136884,therapeutic or preventive procedure,"['NCT00000462', 'NCT00218985', 'NCT00225355', 'NCT00416663', 'NCT00682565', 'NCT00863980', 'NCT01214499', 'NCT01304095', 'NCT01310725', 'NCT01361659', 'NCT01442038', 'NCT01443104', 'NCT01549977', 'NCT01665833', 'NCT01783483', 'NCT02158455', 'NCT02319083', 'NCT02508714']",have_had,18.0
angina,C0002962,ivabradine,['C0257190'],0.05965363,pharmacologic substance|organic chemical,"['NCT00202566', 'NCT01425164', 'NCT02507050', 'NCT02623569', 'NCT03516643']",looking_for,5.0
angina,C0002962,ace inhibitor,['C0003015'],0.059513869999999996,pharmacologic substance,"['NCT00263393', 'NCT00682565', 'NCT01754259']",looking_for,3.0
angina,C0002962,cpk-mb,"['C0523584', 'C0010290']",0.059188818000000004,laboratory procedure,"['NCT00682565', 'NCT01123525', 'NCT01334203', 'NCT01425359', 'NCT01442038']",have_had,5.0
angina,C0002962,calcium,"['C0201925', 'C0006675']",0.05569732,pharmacologic substance|biologically active substance|laboratory procedure,"['NCT00091429', 'NCT00824005', 'NCT01149590', 'NCT01334203', 'NCT01549977', 'NCT01659580', 'NCT03516643']",looking_for,7.0
angina,C0002962,zotarolimus,['C1700035'],0.05345838,organic chemical|antibiotic,"['NCT01066650', 'NCT01331707', 'NCT03151018']",looking_for,3.0
angina,C0002962,computed tomography angiography,['C1536105'],0.052538940000000006,diagnostic procedure,"['NCT00705458', 'NCT02773615', 'NCT03481712', 'NCT02264717', 'NCT02802046', 'NCT01106612', 'NCT02347215', 'NCT01677156', 'NCT02623569', 'NCT01384448', 'NCT04186676']",have_had,11.0
angina,C0002962,gene expression,['C4521390'],0.048764754,laboratory procedure,"['NCT00500617', 'NCT01117506', 'NCT01147952', 'NCT01251302', 'NCT01486030', 'NCT01557855', 'NCT01594411', 'NCT01677156', 'NCT02158754', 'NCT02223286', 'NCT02405754', 'NCT02440893']",have_had,12.0
angina,C0002962,insulin,"['C0021641', 'C0202098']",0.047033229999999995,pharmacologic substance|laboratory procedure|hormone,"['NCT00819325', 'NCT02127996']",looking_for,2.0
angina,C0002962,ct scan,['C0040405'],0.044613054,diagnostic procedure,"['NCT00273832', 'NCT00491218', 'NCT00705458', 'NCT00776568', 'NCT00824005', 'NCT01106612', 'NCT01149590', 'NCT01287910', 'NCT01384448', 'NCT01393028', 'NCT01724749', 'NCT02264717', 'NCT02623569', 'NCT02773615', 'NCT03481712', 'NCT04186676']",have_had,16.0
angina,C0002962,adverse drug reaction,['C0041755'],0.042755628999999996,pathologic function,"['NCT01107743', 'NCT01612559', 'NCT01752946', 'NCT01781676', 'NCT01814566']",have_had,5.0
angina,C0002962,channel blockers,['C0870261'],0.041198240000000004,pharmacologic substance,"['NCT01549977', 'NCT01659580', 'NCT00824005', 'NCT00091429', 'NCT03516643', 'NCT01334203', 'NCT00797953']",looking_for,7.0
angina,C0002962,blood count,['C0005771'],0.040846254,laboratory procedure,"['NCT00081913', 'NCT02758912']",have_had,2.0
angina,C0002962,metoprolol,['C0025859'],0.03723335,pharmacologic substance|organic chemical,"['NCT01213173', 'NCT01334203', 'NCT01404767']",looking_for,3.0
angina,C0002962,amlodipine,['C0051696'],0.03707962,pharmacologic substance|organic chemical,"['NCT01190007', 'NCT00091429', 'NCT00159718', 'NCT01334203', 'NCT01107743']",looking_for,5.0
angina,C0002962,clopidogrel,['C0070166'],0.035794730000000004,pharmacologic substance|organic chemical,"['NCT00222261', 'NCT00262054', 'NCT00944333', 'NCT01823185', 'NCT02094963', 'NCT02389946', 'NCT02499666', 'NCT02548611', 'NCT04175626']",looking_for,9.0
angina,C0002962,spect,['C0040399'],0.035086434,diagnostic procedure,"['NCT00221182', 'NCT00273832', 'NCT00438867', 'NCT00776568', 'NCT00824005', 'NCT01804543', 'NCT02264717', 'NCT03392415', 'NCT03516643']",have_had,9.0
angina,C0002962,biodegradable polymer,['C0597998'],0.034326396,organic chemical,"['NCT01443104', 'NCT01674803']",looking_for,2.0
angina,C0002962,intravascular ultrasound,['C1456025'],0.033904932,diagnostic procedure,"['NCT00093223', 'NCT00330928', 'NCT00819325', 'NCT00831116', 'NCT00982852', 'NCT02065102', 'NCT03529253']",have_had,7.0
angina,C0002962,ck-mb,"['C0010290', 'C0455293']",0.033203142,laboratory procedure,"['NCT00682565', 'NCT01123525', 'NCT01334203', 'NCT01425359', 'NCT01442038']",have_had,5.0
angina,C0002962,onyx,['C0879360'],0.031379409999999996,pharmacologic substance|organic chemical,"['NCT02508714', 'NCT03151018']",looking_for,2.0
angina,C0002962,electrocardiogram (ecg),['C0849142'],0.031027422000000002,diagnostic procedure,[],have_had,0.0
angina,C0002962,diesel exhaust,['C0012151'],0.028467954,organic chemical|hazardous or poisonous substance,"['NCT00737958', 'NCT00809653']",looking_for,2.0
angina,C0002962,dobutamine,['C0012963'],0.023411019999999998,pharmacologic substance|organic chemical,"['NCT00000554', 'NCT00763035', 'NCT00774891', 'NCT04145167']",looking_for,4.0
angina,C0002962,aspirin,['C0004057'],0.020378689999999998,pharmacologic substance|organic chemical,"['NCT00000510', 'NCT00222261', 'NCT02389946', 'NCT02694848', 'NCT04097912', 'NCT04175626']",looking_for,6.0
angina,C0002962,atorvastatin,['C0286651'],0.01552136,pharmacologic substance|organic chemical,"['NCT00159718', 'NCT01190007', 'NCT01107743']",looking_for,3.0
angina,C0002962,glp-1,['C0061355'],0.006551577,biologically active substance|laboratory procedure,"['NCT02127996', 'NCT02128022']",looking_for,2.0
angina,C0002962,glycosylated hemoglobin,"['C0017853', 'C0202054']",0.005582907,biologically active substance|laboratory procedure,"['NCT00819325', 'NCT01428934']",looking_for,2.0
angina,C0002962,ticagrelor,['C1999375'],0.0035805999999999998,pharmacologic substance,"['NCT01823185', 'NCT02094963', 'NCT02389946', 'NCT04175626']",looking_for,4.0
angina,C0002962,atenolol,['C0004147'],0.00289923,pharmacologic substance|organic chemical,"['NCT00202566', 'NCT00263393', 'NCT00946725', 'NCT01334203', 'NCT02623569']",looking_for,5.0
angina,C0002962,troponin,"['C0041199', 'C0523952']",0.000952326,biologically active substance|laboratory procedure,"['NCT03674021', 'NCT02127996', 'NCT02972814', 'NCT02448485', 'NCT02776657', 'NCT01442038', 'NCT02581540', 'NCT01334203', 'NCT00682565', 'NCT01425359']",looking_for,10.0
angina,C0002962,ad5fgf-4,['C4305692'],4.574e-05,pharmacologic substance|organic chemical,"['NCT00346437', 'NCT00438867']",looking_for,2.0
